phonetic,head_in_shuowen,head_gloss,head_dx_fanqie,char,sw_id,relation,shuowen_gloss,daxu_fanqie,mc_bs2014,guangyun_position,mc_confidence,head_mc_bs2014,oc_bs2014,oc_bs_match,head_oc_bs2014,head_oc_bs_match,morph_relation_auto,morph_diff,src
苹,True,蓱也。無根，浮水而生者。从艸平聲。,符兵切,萍,7409,亦聲,苹也。水艸也。从水、苹，苹亦聲。,薄經切,beng,並四青平,identical_fanqie,bjaeng,,not_in_bs,*[b]ˤeŋ,single_reading,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
茻,True,眾艸也。从四屮。凡茻之屬皆从茻。讀與冈同。,模朗切,莽,702,亦聲,南昌謂犬善逐菟艸中爲莽。从犬从茻，茻亦聲。,謀朗切,mangX,明一唐上,initial+rhyme+tone,mangX,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
菐,True,瀆菐也。从丵从廾，廾亦聲。凡菐之屬皆从菐。,蒲沃切,僕,1746,亦聲,給事者。从人从菐，菐亦聲。,蒲沃切,bowk,並一冬入,identical_fanqie,buwk,*[b]ˤok,single_reading,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
菐,True,瀆菐也。从丵从廾，廾亦聲。凡菐之屬皆从菐。,蒲沃切,樸,3590,聲,木素也。从木菐聲。,匹角切,phaewk,滂二江入,identical_fanqie,buwk,*pʰˤrok,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
菐,True,瀆菐也。从丵从廾，廾亦聲。凡菐之屬皆从菐。,蒲沃切,幞,4901,聲,帊也。从巾菐聲。,房玉切,bjowk,並三C鍾入,identical_fanqie,buwk,*[b](r)ok,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
菐,True,瀆菐也。从丵从廾，廾亦聲。凡菐之屬皆从菐。,蒲沃切,撲,8010,聲,挨也。从手菐聲。,蒲角切,phuwk,滂一東入,rhyme+tone_only,buwk,*pʰˤok,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
菐,True,瀆菐也。从丵从廾，廾亦聲。凡菐之屬皆从菐。,蒲沃切,墣,8992,聲,塊也。从土菐聲。,匹角切,phaewk,滂二江入,identical_fanqie,buwk,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
菐,True,瀆菐也。从丵从廾，廾亦聲。凡菐之屬皆从菐。,蒲沃切,轐,9494,聲,車伏兔也。从車菐聲。《周禮》曰：“加軫與轐焉。”,博木切,puwk,幫一東入,identical_fanqie,buwk,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
虎,True,山獸之君。从虍，虎足象人足。象形。凡虎之屬皆从虎。,呼古切,琥,111,亦聲,發兵瑞玉，爲虎文。从玉从虎，虎亦聲。《春秋傳》曰：“賜子家雙琥。”,呼古切,xuX,曉一模上,identical_fanqie,xuX,,not_in_bs,*qʰˤraʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
虎,True,山獸之君。从虍，虎足象人足。象形。凡虎之屬皆从虎。,呼古切,䰧,5800,聲,鬼皃。从鬼虎聲。,虎烏切,xu,曉一模平,initial+rhyme+tone,xuX,,not_in_bs,*qʰˤraʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
虐,True,殘也。从虍，虎足反爪人也。,魚約切,瘧,4726,亦聲,熱寒休作。从疒从虐，虐亦聲。,魚約切,ngjak,疑開三C陽入,identical_fanqie,ngjak,,not_in_bs,*[ŋ](r)awk,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
虐,True,殘也。从虍，虎足反爪人也。,魚約切,謔,1643,聲,戲也。从言虐聲。《詩》曰：“善戲謔兮。”,虚約切,xjak,曉開三C陽入,rhyme+tone_only,ngjak,*ŋ̊(r)awk,mc_match,*[ŋ](r)awk,mc_match,O,ini;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
見,True,視也。从儿从目。凡見之屬皆从見。,古甸切,晛,4189,亦聲,日見也。从日从見，見亦聲。《詩》曰：“見晛曰消。”,胡甸切,nenH,泥開四先去,rhyme+tone_only,kenH,,not_in_bs,*[k]ˤen-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
見,True,視也。从儿从目。凡見之屬皆从見。,古甸切,靦,5668,亦聲,面見也。从面、見，見亦聲。《詩》曰：“有靦面目。”,他典切,thenX,透開四先上,identical_fanqie,kenH,,not_in_bs,*[k]ˤen-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
見,True,視也。从儿从目。凡見之屬皆从見。,古甸切,莧,269,聲,莧菜也。从艸見聲。,侯澗切,heanH,匣開二山去,initial_only,kenH,,not_in_bs,*[k]ˤen-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
見,True,視也。从儿从目。凡見之屬皆从見。,古甸切,哯,882,聲,不歐而吐也。从口見聲。,胡典切,henX,匣開四先上,identical_fanqie,kenH,,not_in_bs,*[k]ˤen-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
見,True,視也。从儿从目。凡見之屬皆从見。,古甸切,䩤,1841,聲,繫牛脛也。从革見聲。,已彳切,xet,曉開四先入,no_match_first_reading,kenH,,not_in_bs,*[k]ˤen-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
見,True,視也。从儿从目。凡見之屬皆从見。,古甸切,睍,2108,聲,出目也。从目見聲。,胡典切,henX,匣開四先上,identical_fanqie,kenH,,not_in_bs,*[k]ˤen-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
見,True,視也。从儿从目。凡見之屬皆从見。,古甸切,硯,6024,聲,石滑也。从石見聲。,五甸切,ngenH,疑開四先去,initial+rhyme+tone,kenH,*C.[ŋ]ˤe[r]-s,mc_match,*[k]ˤen-s,mc_match,C,"pre,ini,coda;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
見,True,視也。从儿从目。凡見之屬皆从見。,古甸切,蜆,8806,聲,縊女也。从虫見聲。,胡典切,henX,匣開四先上,identical_fanqie,kenH,,not_in_bs,*[k]ˤen-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
見,True,視也。从儿从目。凡見之屬皆从見。,古甸切,垷,9013,聲,涂也。从土見聲。,胡典切,henX,匣開四先上,identical_fanqie,kenH,,not_in_bs,*[k]ˤen-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,愷,3078,亦聲,康也。从心、豈，豈亦聲。,苦亥切,khojX,溪開一咍上,identical_fanqie,khj+jX,*C.qʰˤəjʔ,mc_match,*C.qʰəjʔ,mc_match,R,phar,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,䔇,259,聲,菜之美者。雲夢之䔇。从艸豈聲。,驅喜切,khj+jX,溪開三C微上,initial_only,khj+jX,,not_in_bs,*C.qʰəjʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,䶣,1307,聲,𪙌牙也。从齒豈聲。,五來切,koj,見開一咍平,rhyme+tone_only,khj+jX,,not_in_bs,*C.qʰəjʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,敳,2008,聲,有所治也。从攴豈聲。讀若豤。,五來切,ngoj,疑開一咍平,identical_fanqie,khj+jX,,not_in_bs,*C.qʰəjʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,㱯,2547,聲,殺羊出其胎也。从歺豈聲。,五來切,ngoj,疑開一咍平,identical_fanqie,khj+jX,,not_in_bs,*C.qʰəjʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,剴,2737,聲,大鎌也。一曰摩也。从刀豈聲。,五來切,ngoj,疑開一咍平,identical_fanqie,khj+jX,,not_in_bs,*C.qʰəjʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,䭓,3223,聲,䭡䭓也。从食豈聲。,五困切,ngonH,疑開一痕去,initial_only,khj+jX,,not_in_bs,*C.qʰəjʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,皚,4913,聲,霜雪之白也。从白豈聲。,五來切,ngoj,疑開一咍平,identical_fanqie,khj+jX,,not_in_bs,*C.qʰəjʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,𢼸,5049,省聲,妙也。从人从攴，豈省聲。,無非切,mj+j,明三C微平,identical_fanqie,khj+jX,,not_in_bs,*C.qʰəjʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,覬,5479,聲,㰟𡴘也。从見豈聲。,几利切,kijH,見開三B脂去,identical_fanqie,khj+jX,,not_in_bs,*C.qʰəjʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,顗,5640,聲,謹莊皃。从頁豈聲。,魚豈切,ngj+jX,疑開三C微上,identical_fanqie,khj+jX,,not_in_bs,*C.qʰəjʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,磑,6019,聲,䃺也。从石豈聲。古者公輸班作磑。,五對切,ngwojH,疑合一灰去,identical_fanqie,khj+jX,,not_in_bs,*C.qʰəjʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,愷,6684,聲,樂也。从心豈聲。,苦亥切,khojX,溪開一咍上,identical_fanqie,khj+jX,*C.qʰˤəjʔ,mc_match,*C.qʰəjʔ,mc_match,R,phar,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,闓,7717,聲,開也。从門豈聲。,苦亥切,khojX,溪開一咍上,identical_fanqie,khj+jX,,not_in_bs,*C.qʰəjʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,螘,8792,聲,蚍蜉也。从虫豈聲。,魚綺切,ngjeX,疑開三B支上,initial+rhyme+tone,khj+jX,*m-qʰ(r)ajʔ,mc_match,*C.qʰəjʔ,mc_match,V,"pre,med,v;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,塏,9070,聲,高燥也。从土豈聲。,苦亥切,khojX,溪開一咍上,identical_fanqie,khj+jX,*C.qʰˤəjʔ,mc_match,*C.qʰəjʔ,mc_match,R,phar,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豈,True,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。,墟喜切,鎧,9365,聲,甲也。从金豈聲。,苦亥切,khojX,溪開一咍上,identical_fanqie,khj+jX,*C.qʰˤəjʔ,mc_match,*C.qʰəjʔ,mc_match,R,phar,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豊,True,行禮之器也。从豆，象形。凡豊之屬皆从豊。讀與禮同。,盧啓切,禮,12,亦聲,履也。所以事神致福也。从示从豊，豊亦聲。,靈啓切,lejX,來開四齊上,initial+rhyme+tone,lejX,*[r]ˤijʔ,mc_match,*[r]ˤijʔ,mc_match,I,;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豊,True,行禮之器也。从豆，象形。凡豊之屬皆从豊。讀與禮同。,盧啓切,體,2577,聲,緫十二屬也。从骨豊聲。,他禮切,thejX,透開四齊上,identical_fanqie,lejX,*r̥ˤijʔ,mc_match,*[r]ˤijʔ,mc_match,O,ini;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豊,True,行禮之器也。从豆，象形。凡豊之屬皆从豊。讀與禮同。,盧啓切,澧,7019,聲,水。出南陽雉衡山，東入汝。从水豊聲。,盧啓切,lejX,來開四齊上,identical_fanqie,lejX,,not_in_bs,*[r]ˤijʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豊,True,行禮之器也。从豆，象形。凡豊之屬皆从豊。讀與禮同。,盧啓切,鱧,7578,聲,鳠也。从魚豊聲。,盧啓切,lejX,來開四齊上,identical_fanqie,lejX,,not_in_bs,*[r]ˤijʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
豊,True,行禮之器也。从豆，象形。凡豊之屬皆从豊。讀與禮同。,盧啓切,醴,9768,聲,酒一宿孰也。从酉豊聲。,盧啟切,lejX,來開四齊上,initial_only,lejX,,not_in_bs,*[r]ˤijʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
象,True,長鼻牙，南越大獸，三秊一乳，象耳牙四足之形。凡象之屬皆从象。,徐兩切,像,5157,亦聲,象也。从人从象，象亦聲。讀若養。,徐兩切,zjangX,邪開三陽上,identical_fanqie,zjangX,*s.[d]aŋʔ,mc_match,*s.[d]aŋʔ,mc_match,I,;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
象,True,長鼻牙，南越大獸，三秊一乳，象耳牙四足之形。凡象之屬皆从象。,徐兩切,羋,2324,聲,羊鳴也。从羊，象聲气上出。與牟同意。,緜婢切,mjieX,明三A支上,initial+rhyme+tone,zjangX,,not_in_bs,*s.[d]aŋʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
象,True,長鼻牙，南越大獸，三秊一乳，象耳牙四足之形。凡象之屬皆从象。,徐兩切,乎,3049,聲,語之餘也。从兮，象聲上越揚之形也。,戶吳切,hu,匣一模平,identical_fanqie,zjangX,*ɢˤa,mc_match,*s.[d]aŋʔ,mc_match,C,"pre,ini,phar,coda,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
象,True,長鼻牙，南越大獸，三秊一乳，象耳牙四足之形。凡象之屬皆从象。,徐兩切,𩞧,3209,聲,晝食也。从食象聲。,書兩切,syangX,書開三陽上,identical_fanqie,zjangX,,not_in_bs,*s.[d]aŋʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
象,True,長鼻牙，南越大獸，三秊一乳，象耳牙四足之形。凡象之屬皆从象。,徐兩切,襐,5301,聲,飾也。从衣象聲。,徐兩切,zjangX,邪開三陽上,identical_fanqie,zjangX,,not_in_bs,*s.[d]aŋʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
象,True,長鼻牙，南越大獸，三秊一乳，象耳牙四足之形。凡象之屬皆从象。,徐兩切,𢠽,6801,聲,放也。从心象聲。,徒朗切,dangX,定開一唐上,identical_fanqie,zjangX,,not_in_bs,*s.[d]aŋʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
象,True,長鼻牙，南越大獸，三秊一乳，象耳牙四足之形。凡象之屬皆从象。,徐兩切,潒,7107,聲,水潒瀁也。从水象聲。讀若蕩。,徒朗切,dangX,定開一唐上,identical_fanqie,zjangX,,not_in_bs,*s.[d]aŋʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
象,True,長鼻牙，南越大獸，三秊一乳，象耳牙四足之形。凡象之屬皆从象。,徐兩切,勨,9185,聲,繇緩也。从力象聲。,余兩切,yangX,以開三陽上,initial+rhyme+tone,zjangX,,not_in_bs,*s.[d]aŋʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
責,True,求也。从貝朿聲。,側革切,債,5181,亦聲,債負也。从人、責，責亦聲。,側賣切,tsreaH,莊開二佳去,identical_fanqie,tsreak,*s-tˤrek-s,mc_match,*s-tˤrek,mc_match,R,suf,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
責,True,求也。从貝朿聲。,側革切,嘖,914,聲,大呼也。从口責聲。,士革切,dzreak,崇開二耕入,identical_fanqie,tsreak,,not_in_bs,*s-tˤrek,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
責,True,求也。从貝朿聲。,側革切,䶦,1280,聲,齒相值也。一曰齧也。从齒責聲。《春秋傳》曰：“晳䶦。”,士革切,tsrheak,初開二耕入,rhyme+tone_only,tsreak,,not_in_bs,*s-tˤrek,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
責,True,求也。从貝朿聲。,側革切,𦎸,2342,聲,䍴𦎸也。从羊責聲。,子賜切,tsjeH,精開三支去,initial+rhyme+tone,tsreak,,not_in_bs,*s-tˤrek,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
責,True,求也。从貝朿聲。,側革切,簀,2897,聲,牀棧也。从竹責聲。,阻厄切,tsreak,莊開二耕入,initial+rhyme+tone,tsreak,,not_in_bs,*s-tˤrek,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
責,True,求也。从貝朿聲。,側革切,積,4401,聲,聚也。从禾責聲。,則歴切,tsjeH,精開三支去,initial_only,tsreak,*[ts]ek,single_reading,*s-tˤrek,mc_match,O,"pre,ini,phar,med;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
責,True,求也。从貝朿聲。,側革切,幘,4844,聲,髮有巾曰幘。从巾責聲。,側革切,tsreak,莊開二耕入,identical_fanqie,tsreak,,not_in_bs,*s-tˤrek,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
責,True,求也。从貝朿聲。,側革切,磧,5991,聲,水陼有石者。从石責聲。,七迹切,tshjek,清開三清入,identical_fanqie,tsreak,,not_in_bs,*s-tˤrek,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
責,True,求也。从貝朿聲。,側革切,漬,7288,聲,漚也。从水責聲。,前智切,dzjeH,從開三支去,initial+rhyme+tone,tsreak,,not_in_bs,*s-tˤrek,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
責,True,求也。从貝朿聲。,側革切,嫧,8204,聲,齊也。从女責聲。,側革切,tsreak,莊開二耕入,identical_fanqie,tsreak,,not_in_bs,*s-tˤrek,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
責,True,求也。从貝朿聲。,側革切,績,8693,聲,緝也。从糸責聲。,則歴切,tsek,精開四青入,initial_only,tsreak,*[ts]ˤek,mc_match,*s-tˤrek,mc_match,O,"pre,ini,med;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
貸,True,施也。从貝代聲。,他代切,蟘,8764,亦聲,蟲，食苗葉者。吏乞貸則生蟘。从虫从貸，貸亦聲。《詩》曰：“去其螟蟘。”,徒得切,,,none,thojH,,not_in_bs,*l̥ˤək-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
賈,True,賈市也。从貝襾聲。一曰坐賣售也。,公戶切,價,5182,亦聲,物直也。从人、賈，賈亦聲。,古訝切,kaeH,見開二麻去,identical_fanqie,kuX,*C.qˤ<r>aʔ-s,mc_match,*C.qˤaʔ,mc_match,R,"med,suf",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
賈,True,賈市也。从貝襾聲。一曰坐賣售也。,公戶切,檟,3444,聲,楸也。从木賈聲。《春秋傳》曰：“樹六檟於蒲圃。”,古雅切,kaeX,見開二麻上,initial+rhyme+tone,kuX,,not_in_bs,*C.qˤaʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
賓,True,所敬也。从貝𡧍聲。,必鄰切,殯,2533,亦聲,死在棺，將遷葬柩，賓遇之。从歺从賓，賓亦聲。夏后殯於阼階，殷人殯於兩楹之閒，周人殯於賓階。,必刃切,pjinH,幫三A真去,identical_fanqie,pjin,,not_in_bs,*pi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
賓,True,所敬也。从貝𡧍聲。,必鄰切,薲,281,聲,大蓱也。从艸賓聲。,符眞切,bjin,並三A真平,initial_only,pjin,,not_in_bs,*pi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
賓,True,所敬也。从貝𡧍聲。,必鄰切,𩰗,1891,省聲,鬭也。从鬥，賓省聲。讀若賓。,匹賓切,phjinH,滂三A真去,initial_only,pjin,,not_in_bs,*pi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
賓,True,所敬也。从貝𡧍聲。,必鄰切,矉,2143,聲,恨張目也。从目賓聲。《詩》曰：“國步斯矉。”,符眞切,pjin,幫三A真平,no_match_first_reading,pjin,,not_in_bs,*pi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
賓,True,所敬也。从貝𡧍聲。,必鄰切,髕,2569,聲,厀耑也。从骨賓聲。,毗忍切,bjinX,並三A真上,identical_fanqie,pjin,,not_in_bs,*pi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
